2014,"Paraiba","Maio",1,2014-01-01
2015,"Paraiba","Maio",6,2015-01-01
2016,"Paraiba","Maio",1,2016-01-01
2017,"Paraiba","Maio",1,2017-01-01
1998,"Paraiba","Junho",3,1998-01-01
1999,"Paraiba","Junho",1,1999-01-01
2000,"Paraiba","Junho",2,2000-01-01
2001,"Paraiba","Junho",0,2001-01-01
2002,"Paraiba","Junho",1,2002-01-01
2003,"Paraiba","Junho",0,2003-01-01
2004,"Paraiba","Junho",0,2004-01-01
2005,"Paraiba","Junho",0,2005-01-01
2006,"Paraiba","Junho",0,2006-01-01
2007,"Paraiba","Junho",0,2007-01-01
2008,"Paraiba","Junho",0,2008-01-01
2009,"Paraiba","Junho",0,2009-01-01
2010,"Paraiba","Junho",3,2010-01-01
2011,"Paraiba","Junho",2,2011-01-01
2012,"Paraiba","Junho",5,2012-01-01
2013,"Paraiba","Junho",3,2013-01-01
2014,"Paraiba","Junho",1,2014-01-01
2015,"Paraiba","Junho",0,2015-01-01
2016,"Paraiba","Junho",4,2016-01-01
2017,"Paraiba","Junho",0,2017-01-01
1998,"Paraiba","Julho",0,1998-01-01
1999,"Paraiba","Julho",1,1999-01-01
2000,"Paraiba","Julho",0,2000-01-01
2001,"Paraiba","Julho",8,2001-01-01
2002,"Paraiba","Julho",8,2002-01-01
2003,"Paraiba","Julho",6,2003-01-01
2004,"Paraiba","Julho",1,2004-01-01
2005,"Paraiba","Julho",0,2005-01-01
2006,"Paraiba","Julho",1,2006-01-01
2007,"Paraiba","Julho",1,2007-01-01
2008,"Paraiba","Julho",0,2008-01-01
2009,"Paraiba","Julho",3,2009-01-01
2010,"Paraiba","Julho",7,2010-01-01
2011,"Paraiba","Julho",6,2011-01-01
2012,"Paraiba","Julho",5,2012-01-01
2013,"Paraiba","Julho",1,2013-01-01
2014,"Paraiba","Julho",9,2014-01-01
2015,"Paraiba","Julho",3,2015-01-01
2016,"Paraiba","Julho",22,2016-01-01
2017,"Paraiba","Julho",2,2017-01-01
1998,"Paraiba","Agosto",3,1998-01-01
1999,"Paraiba","Agosto",4,1999-01-01
2000,"Paraiba","Agosto",7,2000-01-01
2001,"Paraiba","Agosto",34,2001-01-01
2002,"Paraiba","Agosto",38,2002-01-01
2003,"Paraiba","Agosto",14,2003-01-01
2004,"Paraiba","Agosto",18,2004-01-01
2005,"Paraiba","Agosto",0,2005-01-01
2006,"Paraiba","Agosto",3,2006-01-01
2007,"Paraiba","Agosto",8,2007-01-01
2008,"Paraiba","Agosto",1,2008-01-01
2009,"Paraiba","Agosto",4,2009-01-01
2010,"Paraiba","Agosto",9,2010-01-01
2011,"Paraiba","Agosto",12,2011-01-01
2012,"Paraiba","Agosto",13,2012-01-01
2013,"Paraiba","Agosto",3,2013-01-01
2014,"Paraiba","Agosto",30,2014-01-01
2015,"Paraiba","Agosto",5,2015-01-01
2016,"Paraiba","Agosto",50,2016-01-01
2017,"Paraiba","Agosto",3,2017-01-01
1998,"Paraiba","Setembro",50,1998-01-01
1999,"Paraiba","Setembro",14,1999-01-01
2000,"Paraiba","Setembro",9,2000-01-01
2001,"Paraiba","Setembro",98,2001-01-01
2002,"Paraiba","Setembro",63,2002-01-01
2003,"Paraiba","Setembro",81,2003-01-01
2004,"Paraiba","Setembro",34,2004-01-01
2005,"Paraiba","Setembro",13,2005-01-01
2006,"Paraiba","Setembro",27,2006-01-01
2007,"Paraiba","Setembro",22,2007-01-01
2008,"Paraiba","Setembro",21,2008-01-01
2009,"Paraiba","Setembro",28,2009-01-01
2010,"Paraiba","Setembro",37,2010-01-01
2011,"Paraiba","Setembro",55,2011-01-01
2012,"Paraiba","Setembro",71,2012-01-01
2013,"Paraiba","Setembro",25,2013-01-01
2014,"Paraiba","Setembro",51,2014-01-01
2015,"Paraiba","Setembro",48,2015-01-01
2016,"Paraiba","Setembro",131,2016-01-01
2017,"Paraiba","Setembro",30,2017-01-01
1998,"Paraiba","Outubro",179,1998-01-01
1999,"Paraiba","Outubro",48,1999-01-01
2000,"Paraiba","Outubro",125,2000-01-01
2001,"Paraiba","Outubro",279,2001-01-01
2002,"Paraiba","Outubro",193,2002-01-01
2003,"Paraiba","Outubro",381,2003-01-01
2004,"Paraiba","Outubro",190,2004-01-01
2005,"Paraiba","Outubro",155,2005-01-01
2006,"Paraiba","Outubro",135,2006-01-01
2007,"Paraiba","Outubro",111,2007-01-01
2008,"Paraiba","Outubro",80,2008-01-01
2009,"Paraiba","Outubro",117,2009-01-01
2010,"Paraiba","Outubro",150,2010-01-01
2011,"Paraiba","Outubro",200,2011-01-01
2012,"Paraiba","Outubro",136,2012-01-01
2013,"Paraiba","Outubro",58,2013-01-01
2014,"Paraiba","Outubro",70,2014-01-01
2015,"Paraiba","Outubro",121,2015-01-01
2016,"Paraiba","Outubro",304,2016-01-01
2017,"Paraiba","Outubro",123,2017-01-01
1998,"Paraiba","Novembro",46,1998-01-01
1999,"Paraiba","Novembro",38,1999-01-01
2000,"Paraiba","Novembro",65,2000-01-01
2001,"Paraiba","Novembro",294,2001-01-01
2002,"Paraiba","Novembro",238,2002-01-01
2003,"Paraiba","Novembro",538,2003-01-01
2004,"Paraiba","Novembro",331,2004-01-01
2005,"Paraiba","Novembro",280,2005-01-01
2006,"Paraiba","Novembro",215,2006-01-01
2007,"Paraiba","Novembro",256,2007-01-01
2008,"Paraiba","Novembro",175,2008-01-01
2009,"Paraiba","Novembro",428,2009-01-01
2010,"Paraiba","Novembro",451,2010-01-01
2011,"Paraiba","Novembro",359,2011-01-01
2012,"Paraiba","Novembro",130,2012-01-01
2013,"Paraiba","Novembro",95,2013-01-01
2014,"Paraiba","Novembro",111,2014-01-01
2015,"Paraiba","Novembro",206,2015-01-01
2016,"Paraiba","Novembro",132,2016-01-01
2017,"Paraiba","Novembro",101,2017-01-01
1998,"Paraiba","Dezembro",51,1998-01-01
1999,"Paraiba","Dezembro",40,1999-01-01
2000,"Paraiba","Dezembro",34,2000-01-01
2001,"Paraiba","Dezembro",70,2001-01-01
2002,"Paraiba","Dezembro",163,2002-01-01
2003,"Paraiba","Dezembro",288,2003-01-01
2004,"Paraiba","Dezembro",351,2004-01-01
2005,"Paraiba","Dezembro",159,2005-01-01
2006,"Paraiba","Dezembro",196,2006-01-01
2007,"Paraiba","Dezembro",133,2007-01-01
2008,"Paraiba","Dezembro",187,2008-01-01
2009,"Paraiba","Dezembro",270,2009-01-01
2010,"Paraiba","Dezembro",65,2010-01-01
2011,"Paraiba","Dezembro",179,2011-01-01
2012,"Paraiba","Dezembro",62,2012-01-01
2013,"Paraiba","Dezembro",78,2013-01-01
2014,"Paraiba","Dezembro",62,2014-01-01
2015,"Paraiba","Dezembro",122,2015-01-01
2016,"Paraiba","Dezembro",8,2016-01-01
1998,"Paraiba","Janeiro",0,1998-01-01
1999,"Paraiba","Janeiro",7,1999-01-01
2000,"Paraiba","Janeiro",49,2000-01-01
2001,"Paraiba","Janeiro",32,2001-01-01
2002,"Paraiba","Janeiro",47,2002-01-01
2003,"Paraiba","Janeiro",109,2003-01-01
2004,"Paraiba","Janeiro",88,2004-01-01
2005,"Paraiba","Janeiro",55,2005-01-01
2006,"Paraiba","Janeiro",78,2006-01-01
2007,"Paraiba","Janeiro",11,2007-01-01
2008,"Paraiba","Janeiro",35,2008-01-01
2009,"Paraiba","Janeiro",35,2009-01-01
2010,"Paraiba","Janeiro",18,2010-01-01
2011,"Paraiba","Janeiro",35,2011-01-01
2012,"Paraiba","Janeiro",31,2012-01-01
2013,"Paraiba","Janeiro",28,2013-01-01
2014,"Paraiba","Janeiro",86,2014-01-01
2015,"Paraiba","Janeiro",120,2015-01-01
2016,"Paraiba","Janeiro",113,2016-01-01
2017,"Paraiba","Janeiro",55,2017-01-01
1998,"Paraiba","Fevereiro",0,1998-01-01
1999,"Paraiba","Fevereiro",22,1999-01-01
2000,"Paraiba","Fevereiro",67,2000-01-01
2001,"Paraiba","Fevereiro",8,2001-01-01
2002,"Paraiba","Fevereiro",24,2002-01-01
2003,"Paraiba","Fevereiro",46,2003-01-01
2004,"Paraiba","Fevereiro",42,2004-01-01
2005,"Paraiba","Fevereiro",77,2005-01-01
2006,"Paraiba","Fevereiro",60,2006-01-01
2007,"Paraiba","Fevereiro",32,2007-01-01
2008,"Paraiba","Fevereiro",38,2008-01-01
2009,"Paraiba","Fevereiro",21,2009-01-01
2010,"Paraiba","Fevereiro",46,2010-01-01
2011,"Paraiba","Fevereiro",8,2011-01-01
2012,"Paraiba","Fevereiro",40,2012-01-01
2013,"Paraiba","Fevereiro",9,2013-01-01
2014,"Paraiba","Fevereiro",52,2014-01-01
2015,"Paraiba","Fevereiro",58,2015-01-01
2016,"Paraiba","Fevereiro",31,2016-01-01
2017,"Paraiba","Fevereiro",60,2017-01-01
1998,"Paraiba","Mar�o",0,1998-01-01
1999,"Paraiba","Mar�o",40,1999-01-01
2000,"Paraiba","Mar�o",52,2000-01-01
2001,"Paraiba","Mar�o",12,2001-01-01
2002,"Paraiba","Mar�o",18,2002-01-01
2003,"Paraiba","Mar�o",76,2003-01-01
2004,"Paraiba","Mar�o",83,2004-01-01
2005,"Paraiba","Mar�o",84,2005-01-01
2006,"Paraiba","Mar�o",56,2006-01-01
2007,"Paraiba","Mar�o",54,2007-01-01
2008,"Paraiba","Mar�o",43,2008-01-01
2009,"Paraiba","Mar�o",57,2009-01-01
2010,"Paraiba","Mar�o",22,2010-01-01
2011,"Paraiba","Mar�o",21,2011-01-01
2012,"Paraiba","Mar�o",55,2012-01-01
2013,"Paraiba","Mar�o",18,2013-01-01
2014,"Paraiba","Mar�o",42,2014-01-01
2015,"Paraiba","Mar�o",55,2015-01-01
2016,"Paraiba","Mar�o",63,2016-01-01
2017,"Paraiba","Mar�o",43,2017-01-01
1998,"Paraiba","Abril",0,1998-01-01
1999,"Paraiba","Abril",39,1999-01-01
2000,"Paraiba","Abril",51,2000-01-01
2001,"Paraiba","Abril",43,2001-01-01
2002,"Paraiba","Abril",84,2002-01-01
2003,"Paraiba","Abril",130,2003-01-01
2004,"Paraiba","Abril",68,2004-01-01
2005,"Paraiba","Abril",22,2005-01-01
2006,"Paraiba","Abril",49,2006-01-01
2007,"Paraiba","Abril",14,2007-01-01
2008,"Paraiba","Abril",62,2008-01-01
2009,"Paraiba","Abril",80,2009-01-01
2010,"Paraiba","Abril",71,2010-01-01
2011,"Paraiba","Abril",38,2011-01-01
2012,"Paraiba","Abril",38,2012-01-01
2013,"Paraiba","Abril",72,2013-01-01
2014,"Paraiba","Abril",38,2014-01-01
2015,"Paraiba","Abril",83,2015-01-01
2016,"Paraiba","Abril",167,2016-01-01
2017,"Paraiba","Abril",77,2017-01-01
1998,"Paraiba","Maio",0,1998-01-01
1999,"Paraiba","Maio",57,1999-01-01
2000,"Paraiba","Maio",43,2000-01-01
2001,"Paraiba","Maio",26,2001-01-01
2002,"Paraiba","Maio",65,2002-01-01
2003,"Paraiba","Maio",115,2003-01-01
2004,"Paraiba","Maio",9,2004-01-01
2005,"Paraiba","Maio",125,2005-01-01
2006,"Paraiba","Maio",90,2006-01-01
2007,"Paraiba","Maio",14,2007-01-01
2008,"Paraiba","Maio",41,2008-01-01
2009,"Paraiba","Maio",117,2009-01-01
2010,"Paraiba","Maio",39,2010-01-01
2011,"Paraiba","Maio",97,2011-01-01
2012,"Paraiba","Maio",86,2012-01-01
2013,"Paraiba","Maio",85,2013-01-01
2014,"Paraiba","Maio",109,2014-01-01
2015,"Paraiba","Maio",77,2015-01-01
2016,"Paraiba","Maio",72,2016-01-01
2017,"Paraiba","Maio",49,2017-01-01
1998,"Paraiba","Junho",36,1998-01-01
1999,"Paraiba","Junho",31,1999-01-01
2000,"Paraiba","Junho",53,2000-01-01
2001,"Paraiba","Junho",43,2001-01-01
2002,"Paraiba","Junho",115,2002-01-01
2003,"Paraiba","Junho",159,2003-01-01
2004,"Paraiba","Junho",147,2004-01-01
2005,"Paraiba","Junho",114,2005-01-01
2006,"Paraiba","Junho",62,2006-01-01
2007,"Paraiba","Junho",57,2007-01-01
2008,"Paraiba","Junho",17,2008-01-01
2009,"Paraiba","Junho",105,2009-01-01
2010,"Paraiba","Junho",55,2010-01-01
2011,"Paraiba","Junho",162,2011-01-01
2012,"Paraiba","Junho",77,2012-01-01
2013,"Paraiba","Junho",52,2013-01-01
2014,"Paraiba","Junho",112,2014-01-01
2015,"Paraiba","Junho",201,2015-01-01
2016,"Paraiba","Junho",238,2016-01-01
2017,"Paraiba","Junho",169,2017-01-01
1998,"Paraiba","Julho",59,1998-01-01
1999,"Paraiba","Julho",94,1999-01-01
2000,"Paraiba","Julho",98,2000-01-01
2001,"Paraiba","Julho",122,2001-01-01
2002,"Paraiba","Julho",172,2002-01-01
2003,"Paraiba","Julho",101,2003-01-01
2004,"Paraiba","Julho",148,2004-01-01
2005,"Paraiba","Julho",155,2005-01-01
2006,"Paraiba","Julho",139,2006-01-01
2007,"Paraiba","Julho",60,2007-01-01
2008,"Paraiba","Julho",87,2008-01-01
2009,"Paraiba","Julho",34,2009-01-01
2010,"Paraiba","Julho",196,2010-01-01
2011,"Paraiba","Julho",262,2011-01-01
2012,"Paraiba","Julho",111,2012-01-01
2013,"Paraiba","Julho",168,2013-01-01
2014,"Paraiba","Julho",215,2014-01-01
2015,"Paraiba","Julho",137,2015-01-01
2016,"Paraiba","Julho",504,2016-01-01
2017,"Paraiba","Julho",891,2017-01-01
1998,"Paraiba","Agosto",42,1998-01-01
1999,"Paraiba","Agosto",938,1999-01-01
2000,"Paraiba","Agosto",849,2000-01-01
2001,"Paraiba","Agosto",342,2001-01-01
2002,"Paraiba","Agosto",1.593,2002-01-01
2003,"Paraiba","Agosto",1.896,2003-01-01
2004,"Paraiba","Agosto",1.237,2004-01-01
2005,"Paraiba","Agosto",800,2005-01-01
2006,"Paraiba","Agosto",844,2006-01-01
2007,"Paraiba","Agosto",580,2007-01-01
2008,"Paraiba","Agosto",205,2008-01-01
2009,"Paraiba","Agosto",844,2009-01-01
2010,"Paraiba","Agosto",733,2010-01-01
2011,"Paraiba","Agosto",435,2011-01-01
2012,"Paraiba","Agosto",522,2012-01-01
2013,"Paraiba","Agosto",481,2013-01-01
2014,"Paraiba","Agosto",646,2014-01-01
2015,"Paraiba","Agosto",651,2015-01-01
2016,"Paraiba","Agosto",1.01,2016-01-01
2017,"Paraiba","Agosto",987,2017-01-01
1998,"Paraiba","Setembro",61,1998-01-01
1999,"Paraiba","Setembro",878,1999-01-01
2000,"Paraiba","Setembro",381,2000-01-01
2001,"Paraiba","Setembro",258,2001-01-01
2002,"Paraiba","Setembro",1.071,2002-01-01
2003,"Paraiba","Setembro",2.446,2003-01-01
2004,"Paraiba","Setembro",1.36,2004-01-01
2005,"Paraiba","Setembro",386,2005-01-01
2006,"Paraiba","Setembro",866,2006-01-01
2007,"Paraiba","Setembro",960,2007-01-01
2008,"Paraiba","Setembro",413,2008-01-01
2009,"Paraiba","Setembro",149,2009-01-01
2010,"Paraiba","Setembro",270,2010-01-01
2011,"Paraiba","Setembro",913,2011-01-01
2012,"Paraiba","Setembro",459,2012-01-01
2013,"Paraiba","Setembro",476,2013-01-01
2014,"Paraiba","Setembro",443,2014-01-01
2015,"Paraiba","Setembro",599,2015-01-01
2016,"Paraiba","Setembro",1.371,2016-01-01
2017,"Paraiba","Setembro",1.706,2017-01-01
1998,"Paraiba","Outubro",61,1998-01-01
1999,"Paraiba","Outubro",452,1999-01-01
2000,"Paraiba","Outubro",658,2000-01-01
2001,"Paraiba","Outubro",209,2001-01-01
2002,"Paraiba","Outubro",399,2002-01-01
2003,"Paraiba","Outubro",1.228,2003-01-01
2004,"Paraiba","Outubro",666,2004-01-01
2005,"Paraiba","Outubro",157,2005-01-01
2006,"Paraiba","Outubro",327,2006-01-01
2007,"Paraiba","Outubro",194,2007-01-01
2008,"Paraiba","Outubro",78,2008-01-01
2009,"Paraiba","Outubro",424,2009-01-01
2010,"Paraiba","Outubro",230,2010-01-01
2011,"Paraiba","Outubro",256,2011-01-01
2012,"Paraiba","Outubro",145,2012-01-01
2013,"Paraiba","Outubro",233,2013-01-01
2014,"Paraiba","Outubro",411,2014-01-01
2015,"Paraiba","Outubro",158,2015-01-01
2016,"Paraiba","Outubro",193,2016-01-01
2017,"Paraiba","Outubro",134,2017-01-01
1998,"Paraiba","Novembro",143,1998-01-01
1999,"Paraiba","Novembro",447,1999-01-01
2000,"Paraiba","Novembro",85,2000-01-01
2001,"Paraiba","Novembro",89,2001-01-01
2002,"Paraiba","Novembro",425,2002-01-01
2003,"Paraiba","Novembro",503,2003-01-01
2004,"Paraiba","Novembro",388,2004-01-01
2005,"Paraiba","Novembro",597,2005-01-01
2006,"Paraiba","Novembro",60,2006-01-01
2007,"Paraiba","Novembro",59,2007-01-01
2008,"Paraiba","Novembro",39,2008-01-01
2009,"Paraiba","Novembro",90,2009-01-01
2010,"Paraiba","Novembro",183,2010-01-01
2011,"Paraiba","Novembro",138,2011-01-01
2012,"Paraiba","Novembro",142,2012-01-01
2013,"Paraiba","Novembro",126,2013-01-01
2014,"Paraiba","Novembro",68,2014-01-01
2015,"Paraiba","Novembro",18,2015-01-01
2016,"Paraiba","Novembro",275,2016-01-01
2017,"Paraiba","Novembro",292,2017-01-01
1998,"Paraiba","Dezembro",82,1998-01-01
1999,"Paraiba","Dezembro",254,1999-01-01
2000,"Paraiba","Dezembro",159,2000-01-01
2001,"Paraiba","Dezembro",85,2001-01-01
2002,"Paraiba","Dezembro",165,2002-01-01
2003,"Paraiba","Dezembro",171,2003-01-01
2004,"Paraiba","Dezembro",151,2004-01-01
2005,"Paraiba","Dezembro",40,2005-01-01
2006,"Paraiba","Dezembro",6,2006-01-01
2007,"Paraiba","Dezembro",22,2007-01-01
2008,"Paraiba","Dezembro",62,2008-01-01
2009,"Paraiba","Dezembro",30,2009-01-01
2010,"Paraiba","Dezembro",37,2010-01-01
2011,"Paraiba","Dezembro",78,2011-01-01
2012,"Paraiba","Dezembro",54,2012-01-01
2013,"Paraiba","Dezembro",155,2013-01-01
2014,"Paraiba","Dezembro",78,2014-01-01
2015,"Paraiba","Dezembro",30,2015-01-01
2016,"Paraiba","Dezembro",45,2016-01-01
1998,"Pernambuco","Janeiro",0,1998-01-01
1999,"Pernambuco","Janeiro",102,1999-01-01
2000,"Pernambuco","Janeiro",3,2000-01-01
2001,"Pernambuco","Janeiro",7,2001-01-01
2002,"Pernambuco","Janeiro",10,2002-01-01
2003,"Pernambuco","Janeiro",188,2003-01-01
2004,"Pernambuco","Janeiro",29,2004-01-01
2005,"Pernambuco","Janeiro",221,2005-01-01
2006,"Pernambuco","Janeiro",148,2006-01-01
2007,"Pernambuco","Janeiro",156,2007-01-01
2008,"Pernambuco","Janeiro",170,2008-01-01
2009,"Pernambuco","Janeiro",256,2009-01-01
2010,"Pernambuco","Janeiro",47,2010-01-01
2011,"Pernambuco","Janeiro",49,2011-01-01
2012,"Pernambuco","Janeiro",146,2012-01-01
2013,"Pernambuco","Janeiro",55,2013-01-01
2014,"Pernambuco","Janeiro",99,2014-01-01
2015,"Pernambuco","Janeiro",109,2015-01-01
2016,"Pernambuco","Janeiro",24,2016-01-01
2017,"Pernambuco","Janeiro",52,2017-01-01
1998,"Pernambuco","Fevereiro",0,1998-01-01
1999,"Pernambuco","Fevereiro",13,1999-01-01
2000,"Pernambuco","Fevereiro",4,2000-01-01
2001,"Pernambuco","Fevereiro",2,2001-01-01
2002,"Pernambuco","Fevereiro",19,2002-01-01
2003,"Pernambuco","Fevereiro",35,2003-01-01
2004,"Pernambuco","Fevereiro",8,2004-01-01
2005,"Pernambuco","Fevereiro",33,2005-01-01
2006,"Pernambuco","Fevereiro",41,2006-01-01
2007,"Pernambuco","Fevereiro",21,2007-01-01
2008,"Pernambuco","Fevereiro",48,2008-01-01
2009,"Pernambuco","Fevereiro",28,2009-01-01
2010,"Pernambuco","Fevereiro",33,2010-01-01
2011,"Pernambuco","Fevereiro",25,2011-01-01
2012,"Pernambuco","Fevereiro",64,2012-01-01
2013,"Pernambuco","Fevereiro",29,2013-01-01
2014,"Pernambuco","Fevereiro",25,2014-01-01
2015,"Pernambuco","Fevereiro",55,2015-01-01
2016,"Pernambuco","Fevereiro",19,2016-01-01
2017,"Pernambuco","Fevereiro",23,2017-01-01
1998,"Pernambuco","Mar�o",0,1998-01-01
1999,"Pernambuco","Mar�o",27,1999-01-01
2000,"Pernambuco","Mar�o",14,2000-01-01
2001,"Pernambuco","Mar�o",0,2001-01-01
2002,"Pernambuco","Mar�o",24,2002-01-01
2003,"Pernambuco","Mar�o",9,2003-01-01
2004,"Pernambuco","Mar�o",6,2004-01-01
2005,"Pernambuco","Mar�o",45,2005-01-01
2006,"Pernambuco","Mar�o",18,2006-01-01
2007,"Pernambuco","Mar�o",4,2007-01-01
2008,"Pernambuco","Mar�o",32,2008-01-01
2009,"Pernambuco","Mar�o",15,2009-01-01
2010,"Pernambuco","Mar�o",59,2010-01-01
2011,"Pernambuco","Mar�o",39,2011-01-01
2012,"Pernambuco","Mar�o",44,2012-01-01
2013,"Pernambuco","Mar�o",40,2013-01-01
2014,"Pernambuco","Mar�o",36,2014-01-01
2015,"Pernambuco","Mar�o",33,2015-01-01
2016,"Pernambuco","Mar�o",4,2016-01-01
2017,"Pernambuco","Mar�o",7,2017-01-01
1998,"Pernambuco","Abril",0,1998-01-01
1999,"Pernambuco","Abril",2,1999-01-01
2000,"Pernambuco","Abril",1,2000-01-01
2001,"Pernambuco","Abril",2,2001-01-01
2002,"Pernambuco","Abril",5,2002-01-01
2003,"Pernambuco","Abril",7,2003-01-01
2004,"Pernambuco","Abril",5,2004-01-01
2005,"Pernambuco","Abril",1,2005-01-01
2006,"Pernambuco","Abril",2,2006-01-01
2007,"Pernambuco","Abril",1,2007-01-01
2008,"Pernambuco","Abril",5,2008-01-01
2009,"Pernambuco","Abril",3,2009-01-01
2010,"Pernambuco","Abril",2,2010-01-01
2011,"Pernambuco","Abril",22,2011-01-01
2012,"Pernambuco","Abril",46,2012-01-01
2013,"Pernambuco","Abril",11,2013-01-01
2014,"Pernambuco","Abril",10,2014-01-01
2015,"Pernambuco","Abril",30,2015-01-01
2016,"Pernambuco","Abril",8,2016-01-01
2017,"Pernambuco","Abril",9,2017-01-01
1998,"Pernambuco","Maio",0,1998-01-01
1999,"Pernambuco","Maio",6,1999-01-01
2000,"Pernambuco","Maio",7,2000-01-01
2001,"Pernambuco","Maio",5,2001-01-01
2002,"Pernambuco","Maio",13,2002-01-01
2003,"Pernambuco","Maio",1,2003-01-01
2004,"Pernambuco","Maio",2,2004-01-01
2005,"Pernambuco","Maio",1,2005-01-01
2006,"Pernambuco","Maio",1,2006-01-01
2007,"Pernambuco","Maio",0,2007-01-01
2008,"Pernambuco","Maio",0,2008-01-01
2009,"Pernambuco","Maio",0,2009-01-01
2010,"Pernambuco","Maio",8,2010-01-01
2011,"Pernambuco","Maio",1,2011-01-01
2012,"Pernambuco","Maio",36,2012-01-01
2013,"Pernambuco","Maio",9,2013-01-01
2014,"Pernambuco","Maio",4,2014-01-01
2015,"Pernambuco","Maio",17,2015-01-01
2016,"Pernambuco","Maio",6,2016-01-01
2017,"Pernambuco","Maio",13,2017-01-01
1998,"Pernambuco","Junho",1,1998-01-01
1999,"Pernambuco","Junho",7,1999-01-01
2000,"Pernambuco","Junho",4,2000-01-01
